program_id,curriculum,min_gpa,min_ib_total,min_sat,min_act,required_subjects,language_tests,other_requirements
2ca762e6-9987-5fb0-b55f-75ec144b00a4,,,36,,,,"{""ielts"":6}","A-level: AAA; AAA, including at least one of the following A-Level subjects (preference will be given to applicants studying two of these subjects): Accounting; Economics; Finance; Business Studies; Development Studies; Government and Politics; Economic and Social History; Mathematics; Anthropology; Sociology; Philosophy; Religious Studies; English Language; English Literature; Geography; Psychology; Classical Civilisation; History; Archaeology; Communication Studies; Environmental Studies; World Development; Biology; Chemistry; Physics; Modern Languages. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept thecombination of Mathematics, Further Mathematics and a native language. We accept the Level 3 Diploma in Financial Studies (DipFS) as equivalent to an A-level if taken alongside two full A-levels from the list of acceptable subjects above Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: ABB, including at least one of the following A-Level subjects (preference will be given to applicants studying two of these subjects): Accounting; Economics; Finance; Business Studies; Development Studies; Government and Politics; Economic and Social History; Mathematics; Anthropology; Sociology; Philosophy; Religious Studies; English Language; English Literature; Geography; Psychology; Classical Civilisation; History; Archaeology; Communication Studies; Environmental Studies; World Development; Biology; Chemistry; Physics; Modern Languages. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept thecombination of Mathematics, Further Mathematics and a native language. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 36 points; 36 points overall. 6,6,6 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAA in academic subjects and grade B in the EAP with writing and speaking grade B and listening and reading grade C. Applicants completing the NCUK International Foundation year are required to achieve AAA in academic subjects and grade B in the EAP with writing and speaking grade B and listening and reading grade C. | English: IELTS (Academic), 6.5 (6.5 overall with no less than 6.0 in each subtest.); TOEFL (iBT), 90 (90 overall with a minimum of 20 in each subset.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
e4ee9841-03d1-5120-a382-c07a1a5db3e1,,,36,,,,"{""ielts"":6}","A-level: AAA; AAA, including at least one of the following A-Level subjects (preference will be given to applicants studying two of these subjects): Accounting; Economics; Finance; Business Studies; Development Studies; Government and Politics; Economic and Social History; Mathematics; Anthropology; Sociology; Philosophy; Religious Studies; English Language; English Literature; Geography; Psychology; Classical Civilisation; History; Archaeology; Communication Studies; Environmental Studies; World Development; Biology; Chemistry; Physics; Modern Languages. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept thecombination of Mathematics, Further Mathematics and a native language. We accept the Level 3 Diploma in Financial Studies (DipFS) as equivalent to an A-level if taken alongside two full A-levels from the list of acceptable subjects above Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: ABB, including at least one of the following A-Level subjects (preference will be given to applicants studying two of these subjects): Accounting; Economics; Finance; Business Studies; Development Studies; Government and Politics; Economic and Social History; Mathematics; Anthropology; Sociology; Philosophy; Religious Studies; English Language; English Literature; Geography; Psychology; Classical Civilisation; History; Archaeology; Communication Studies; Environmental Studies; World Development; Biology; Chemistry; Physics; Modern Languages. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept thecombination of Mathematics, Further Mathematics and a native language. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 36 points; 36 points overall. 6,6,6 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAA in academic subjects and grade B in the EAP with writing and speaking grade B and listening and reading grade C. Applicants completing the NCUK International Foundation year are required to achieve AAA in academic subjects and grade B in the EAP with writing and speaking grade B and listening and reading grade C. | English: IELTS (Academic), 6.5 (6.5 overall with no less than 6.0 in each subtest.); TOEFL (iBT), 90 (90 overall with a minimum of 20 in each subset.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
e6dc018d-63c1-5c8f-9674-70a2230e2a5f,,,34,,,,"{""ielts"":6}","A-level: ABB; ABB Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: BBC Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 34 points; 34 points overall. 6,5,5 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve ABB and an EAP score of B overall with B in writing and speaking and with C in reading and listening. Applicants completing the NCUK International Foundation year are required to achieve ABB and an EAP score of B overall with B in writing and speaking and with C in reading and listening. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 6.5 (6.5 overall, with 6.5 in writing and no other sub-section below 6.0.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
80ee96b6-b623-55f6-9ea4-fdec2d08dfcf,,,34,,,,"{""ielts"":6}","A-level: ABB; ABB Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: BBC Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 34 points; 34 points overall. 6,5,5 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme:Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve ABB and an EAP score of B overall with B in writing and speaking and with C in reading and listening. Applicants completing the NCUK International Foundation year are required to achieve ABB and an EAP score of B overall with B in writing and speaking and with C in reading and listening.Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 6.5 (6.5 overall, with 6.5 in writing and no other sub-section below 6.0.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
492d6e66-b537-5d17-9f95-294799f3b708,,,35,,,,"{""ielts"":6}","A-level: AAB; AAB Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: BBB Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 35 points; 35 points overall. 6,6,5 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAB and an EAP score of B. Applicants completing the NCUK International Foundation year are required to achieve AAB and an EAP requirements score of B. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 6.5 (IELTS 6.5 overall, 6.5 in writing, no sub-section below 6.0.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
bd95bfe6-ab7b-59a6-9233-eb42b6da40b8,,,37,,,,"{""ielts"":7}","A-level: A*AA; A*AA including A* in Mathematics and A in either Physics, Electronics, Further Mathematics, Chemistry or Computer Science. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. | IB: 37 points; 37 points overall with 7,6,6 in Higher Level subjects, including 7 in Higher Level Mathematics and 6 in Higher Level Physics or Chemistry. For this programme of study, we will accept either of the following subjects to meet our Mathematics requirement: Higher Level Mathematics: Analysis and Approaches, or Mathematics: Applications and Interpretation. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the academic School prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the Northern Consortium (NCUK) International Foundation Year or INTO Manchester International Foundation in Science and Engineering are required to achieve A*AA including Mathematics and either Physics or Further Mathematics, and an EAP score of A. A good performance in local examinations before starting the foundation year, particularly in mathematics and physical science, is also required. You are also encouraged to apply prior to the UCAS equal consideration deadline. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 7 (IELTS 7.0 overall with no sub-test below 6.5 or equivalent and 7.0 in writing or equivalent) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
d3000843-a611-5716-9a18-5abf298cabe2,,,37,,,,"{""ielts"":7}","A-level: A*AA; A*AA including A* in Mathematics and A in either Physics, Electronics, Further Mathematics, Chemistry or Computer Science. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. | IB: 37 points; 37 points overall with 7,6,6 in Higher Level subjects, including 7 in Higher Level Mathematics and 6 in Higher Level Physics or Chemistry. For this programme of study, we will accept either of the following subjects to meet our Mathematics requirement: Higher Level Mathematics: Analysis and Approaches, or Mathematics: Applications and Interpretation. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the academic School prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the Northern Consortium (NCUK) International Foundation Year or INTO Manchester International Foundation in Science and Engineering are required to achieve A*AA including Mathematics and either Physics or Further Mathematics, and an EAP score of A. A good performance in local examinations before starting the foundation year, particularly in mathematics and physical science, is also required. You are also encouraged to apply prior to the UCAS equal consideration deadline. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 7 (7.0 overall, with 7.0 in Writing and 6.5 in all other subscores) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
be33eec7-a1cf-5191-b66d-906d175e5029,,,37,,,,"{""ielts"":7}","A-level: A*AA; A*AA including A* in Mathematics and A in either Physics, Electronics, Further Mathematics, Chemistry or Computer Science. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. | IB: 37 points; 37 points overall with 7,6,6 in Higher Level subjects, including 7 in Higher Level Mathematics and 6 in Higher Level Physics or Chemistry. For this programme of study, we will accept either of the following subjects to meet our Mathematics requirement: Higher Level Mathematics: Analysis and Approaches, or Mathematics: Applications and Interpretation. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the academic School prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the Northern Consortium (NCUK) International Foundation Year or INTO Manchester International Foundation in Science and Engineering are required to achieve A*AA including Mathematics and either Physics or Further Mathematics, and an EAP score of A. A good performance in local examinations before starting the foundation year, particularly in mathematics and physical science, is also required. You are also encouraged to apply prior to the UCAS equal consideration deadline. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 7 (IELTS 7.0 overall with no sub-test below 6.5 or equivalent and 7.0 in writing or equivalent) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
3d70841b-c782-5dfb-a0ee-e5d31bed6637,,,37,,,,"{""ielts"":7}","A-level: A*AA; A*AA including A* in Mathematics and A in either Physics, Electronics, Further Mathematics, Chemistry or Computer Science. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. | IB: 37 points; 37 points overall with 7,6,6 in Higher Level subjects, including 7 in Higher Level Mathematics and 6 in Higher Level Physics or Chemistry. For this programme of study, we will accept either of the following subjects to meet our Mathematics requirement: Higher Level Mathematics: Analysis and Approaches, or Mathematics: Applications and Interpretation. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the academic School prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the Northern Consortium (NCUK) International Foundation Year or INTO Manchester International Foundation in Science and Engineering are required to achieve A*AA including Mathematics and either Physics or Further Mathematics, and an EAP score of A. A good performance in local examinations before starting the foundation year, particularly in mathematics and physical science, is also required. You are also encouraged to apply prior to the UCAS equal consideration deadline. Applicants studying other Foundation programmes should contact the academic School to check if their qualification is recognised for entry to this programme and for specific entry requirements. | English: IELTS (Academic), 7 (IELTS 7.0 overall with no sub-test below 6.5 or equivalent and 7.0 in writing or equivalent) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
07fb5b13-71b7-5598-a7c7-abbb937d26b1,,,32,,,,"{""ielts"":6}","A-level: Students are accepted from a wide range of educational backgrounds and all applications are considered on their individual merits. Decisions are based on the application as a whole - including the qualifications, the personal statement, and the referee's comments. The following must therefore be viewed only as general guide. Our entry requirements vary depending on the subjects being taken at A level. Typically, we would be looking for: Grades BBC where a student has 3 relevant subjects Grades BBB where a student has 2 relevant subjects Grades ABB where a student has 1 relevant subject The subjects considered to be relevant are Mathematics, Further mathematics, Physics, Chemistry, Computer Science. Electronics, Design & Technology, Engineering. If you are unsure whether you would be considered with your qualifications/predictions, we would encourage you to contact us before making an application. In all cases we only offer places to applicants if we are convinced that they have the academic potential and the high level of motivation that is needed to be successful on the Integrated Foundation Year and on their chosen degree programme. To help us make our decision, applicants may be asked to attend an Academic Assessment. | IB: 32 points; 32 points overall, including 5,5,5 from three subjects at Higher Level. Must include one from Mathematics or Physics and Mathematics at Standard Level if not studying at Higher Level. Changes to International Baccalaureate Diploma Mathematics Courses from September 2019, first examination 2021. We are aware of the planned changes to the IB Mathematics curriculum. IB students will be able to choose from: Mathematics: analysis and approaches and Mathematics: applications and interpretation from September 2019. For this programme of study we will accept either Mathematics: analysis and approaches or Mathematics: applications and interpretation at SL or HL. | English: IELTS (Academic), 6 (With no less than 5.5 in each individual component.)"
a5d0f478-055c-5c4f-b372-ad3ce5baac0b,,,35,,,,"{""ielts"":7}","A-level: AAB; AAB including one essay based/humanities subject. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: BBB including one essay based/humanities subject. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offer you will receive. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 35 points; 35 points overall. 6,6,5 in Higher Level subjects Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Applicants completing the NCUK International Foundation year are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Please read this in conjunction with our A-level requirements, noting any pre-requisite subjects. | English: IELTS (Academic), 7 (7.0 overall with no less than 6.5 in any one component.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
02c520aa-af49-5220-9f4e-ba27f5a661fc,,,35,,,,"{""ielts"":7}","A-level: AAB; AAB including A in English Literature or English Language and Literature. The University recognises the benefit of the Extended Project Qualification (EPQ) and the opportunities it provides for applicants to develop independent study and research skills. We strongly encourage you to provide information about the EPQ in your personal statement and at interview. For this programme, as well as the regular conditions of offer, we may make students who are currently taking or completed the EPQ an alternative offer. For this course it would beABB plus the Extended Project at Grade A. Typical Contextual Offer: ABB including A in English Literature or English Language and Literature for applicants who meet our contextual offer criteria. For further information and to check eligibility visit our Contextual Offers page. | IB: 35 points; 35 points overall. 6,6,5 in Higher Level subjects including English Literature. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Applicants completing the NCUK International Foundation year are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Please read this in conjunction with our A-level requirements, noting any pre-requisite subjects. | English: IELTS (Academic), 7 (7.0 overall with no less than 6.5 in any one component.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
00800207-e61b-575a-a24c-262c111cc555,,,36,,,,"{""ielts"":7}","A-level: AAA; AAA including grade A in English Literature or English Language and Literature Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: ABB including grade A in English Literature or English Language and Literature. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 36 points; 36 points overall. 6,6,6 in Higher Level subjects including English Literature or English Language and Literature. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAA in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Applicants completing the NCUK International Foundation year are required to achieve AAA in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Please read this in conjunction with our A-level requirements, noting any pre-requisite subjects. | English: IELTS (Academic), 7 (7.0 overall with no less than 6.5 in any one component.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
dd041cd7-2a7e-5503-ac91-47cb3b33ed95,,,35,,,,"{""ielts"":7}","A-level: AAB; AAB, including A in English Literature or English Language and Literature. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. We accept native language A Levels provided they are taken in the same sitting as your other subjects. Typical Contextual Offer: ABC including grade A in English Literature or English Language and Literature. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 35 points; 35 points overall. 6,6,5 in Higher Level subjects including 6 in English Literature or English Language and Literature. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Applicants completing the NCUK International Foundation year are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Please read this in conjunction with our A-level requirements, noting any pre-requisite subjects. | English: IELTS (Academic), 7 (7.0 overall with no less than 6.5 in any one component.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
04b2ac51-edd5-5aee-97d9-5bf63d7f00a5,,,35,,,,"{""ielts"":7}","A-level: AAB; AAB, including A in English Literature or English Language and Literature. We offer French language at either complete beginners or Advanced Level. If you are taking A Level French we will require grade B and you will be placed on the Advanced pathway. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. Typical Contextual Offer: ABC including A in English Literature or English Language and Literature. We offer French language at either complete beginners or Advanced Level. If you are taking A Level French we will require grade B and you will be placed on the Advanced pathway. Practical skills are a crucial part of science education and therefore will be a requirement to pass the practical element of any science A Level taken. Applicants taking A Levels are normally expected to offer three full A Levels. If you’re taking more than three A Levels, these won’t be included in your offer. We will only make offers consisting of three A Levels. | IB: 35 points; 35 points overall. 6,6,5 in Higher Level subjects including 6 in English Literature or English Language and Literature. Applicants studying the International Baccalaureate Career Related Programme (IBCP) should contact the admissions team prior to applying so that their academic profile can be considered. | Subjects: The University recognises a number of foundation programmes as suitable for entry to this undergraduate programme: Applicants completing the INTO Manchester in partnership with The University of Manchester international foundation programme are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Applicants completing the NCUK International Foundation year are required to achieve AAB in academic subjects and grade A in the EAP with writing, speaking, listening and reading grade B. Please read this in conjunction with our A-level requirements, noting any pre-requisite subjects. | English: IELTS (Academic), 7 (7.0 overall with no less than 6.5 in any one component.) | Contextual: We operate contextual admissions meaning many applicants receive an offer and are admitted at least one grade below standard entry requirements. Entry requirements for applicants meeting contextual admissions criteria are listed next to the standard entry requirements on course profiles. Contextual admissions means we consider your application in context helping us to ensure everyone has a fair chance of getting into Manchester. The data we use is automatically provided on your UCAS form."
